Weights [LOW],Weights [HIGH],RUN,Epochs
-0.8,0.8,55,82
-0.8,0.8,56,82
-0.8,0.8,57,82
-0.8,0.8,58,82
-0.8,0.8,59,82
-0.8,0.8,60,82
-0.8,0.8,61,81
-0.8,0.8,62,82
-0.8,0.8,63,83
-0.8,0.8,64,82
-0.8,0.8,65,82
-0.8,0.8,66,82
-0.8,0.8,67,82
-0.8,0.8,68,82
-0.8,0.8,69,82
-0.8,0.8,70,82
-0.8,0.8,71,81
-0.8,0.8,72,81
-0.8,0.8,73,82
-0.8,0.8,74,82
-0.8,0.8,75,82
-0.8,0.8,76,82
-0.8,0.8,77,82
-0.8,0.8,78,82
-0.8,0.8,79,82
-0.8,0.8,80,82
-0.8,0.8,81,82
-0.8,0.8,82,81
-0.8,0.8,83,82
-0.8,0.8,84,82
-0.8,0.8,85,83
-0.8,0.8,86,82
-0.8,0.8,87,82
-0.8,0.8,88,82
-0.8,0.8,89,82
-0.8,0.8,90,82
-0.8,0.8,91,82
-0.8,0.8,92,82
-0.8,0.8,93,82
-0.8,0.8,94,82
-0.8,0.8,95,82
-0.8,0.8,96,82
-0.8,0.8,97,82
-0.8,0.8,98,82
-0.8,0.8,99,83
-0.8,0.8,100,82
-0.6,0.6,1,82
-0.6,0.6,2,82
-0.6,0.6,3,82
-0.6,0.6,4,82
-0.6,0.6,5,82
-0.6,0.6,6,82
-0.6,0.6,7,82
-0.6,0.6,8,82
-0.6,0.6,9,82
-0.6,0.6,10,82
-0.6,0.6,11,82
-0.6,0.6,12,82
-0.6,0.6,13,82
-0.6,0.6,14,83
-0.6,0.6,15,82
-0.6,0.6,16,82
-0.6,0.6,17,82
-0.6,0.6,18,82
-0.6,0.6,19,82
-0.6,0.6,20,83
-0.6,0.6,21,82
-0.6,0.6,22,82
-0.6,0.6,23,82
-0.6,0.6,24,82
-0.6,0.6,25,82
-0.6,0.6,26,82
-0.6,0.6,27,82
-0.6,0.6,28,82
-0.6,0.6,29,82
-0.6,0.6,30,82
-0.6,0.6,31,83
-0.6,0.6,32,82
-0.6,0.6,33,82
-0.6,0.6,34,82
-0.6,0.6,35,82
-0.6,0.6,36,82
-0.6,0.6,37,82
-0.6,0.6,38,82
-0.6,0.6,39,82
-0.6,0.6,40,83
-0.6,0.6,41,82
-0.6,0.6,42,83
-0.6,0.6,43,82
-0.6,0.6,44,82
-0.6,0.6,45,82
-0.6,0.6,46,82
-0.6,0.6,47,82
-0.6,0.6,48,82
-0.6,0.6,49,82
-0.6,0.6,50,82
-0.6,0.6,51,82
-0.6,0.6,52,82
-0.6,0.6,53,82
-0.6,0.6,54,82
-0.6,0.6,55,82
-0.6,0.6,56,82
-0.6,0.6,57,82
-0.6,0.6,58,83
-0.6,0.6,59,82
-0.6,0.6,60,83
-0.6,0.6,61,82
-0.6,0.6,62,82
-0.6,0.6,63,82
-0.6,0.6,64,82
-0.6,0.6,65,82
-0.6,0.6,66,82
-0.6,0.6,67,83
-0.6,0.6,68,82
-0.6,0.6,69,82
-0.6,0.6,70,82
-0.6,0.6,71,82
-0.6,0.6,72,82
-0.6,0.6,73,82
-0.6,0.6,74,82
-0.6,0.6,75,82
-0.6,0.6,76,82
-0.6,0.6,77,82
-0.6,0.6,78,82
-0.6,0.6,79,82
-0.6,0.6,80,82
-0.6,0.6,81,82
-0.6,0.6,82,82
-0.6,0.6,83,82
-0.6,0.6,84,82
-0.6,0.6,85,82
-0.6,0.6,86,82
-0.6,0.6,87,82
-0.6,0.6,88,82
-0.6,0.6,89,82
-0.6,0.6,90,82
-0.6,0.6,91,82
-0.6,0.6,92,83
-0.6,0.6,93,82
-0.6,0.6,94,82
-0.6,0.6,95,82
-0.6,0.6,96,82
-0.6,0.6,97,81
-0.6,0.6,98,82
-0.6,0.6,99,83
-0.6,0.6,100,81
-0.4,0.4,1,83
-0.4,0.4,2,82
-0.4,0.4,3,82
-0.4,0.4,4,82
-0.4,0.4,5,82
-0.4,0.4,6,82
-0.4,0.4,7,82
-0.4,0.4,8,82
-0.4,0.4,9,82
-0.4,0.4,10,82
-0.4,0.4,11,82
-0.4,0.4,12,82
-0.4,0.4,13,82
-0.4,0.4,14,82
-0.4,0.4,15,82
-0.4,0.4,16,83
-0.4,0.4,17,82
-0.4,0.4,18,82
-0.4,0.4,19,82
-0.4,0.4,20,82
-0.4,0.4,21,82
-0.4,0.4,22,82
-0.4,0.4,23,82
-0.4,0.4,24,82
-0.4,0.4,25,82
-0.4,0.4,26,82
-0.4,0.4,27,82
-0.4,0.4,28,83
-0.4,0.4,29,83
-0.4,0.4,30,83
-0.4,0.4,31,82
-0.4,0.4,32,82
-0.4,0.4,33,82
-0.4,0.4,34,82
-0.4,0.4,35,82
-0.4,0.4,36,83
-0.4,0.4,37,83
-0.4,0.4,38,82
-0.4,0.4,39,82
-0.4,0.4,40,82
-0.4,0.4,41,82
-0.4,0.4,42,83
-0.4,0.4,43,82
-0.4,0.4,44,82
-0.4,0.4,45,82
-0.4,0.4,46,82
-0.4,0.4,47,82
-0.4,0.4,48,82
-0.4,0.4,49,82
-0.4,0.4,50,82
-0.4,0.4,51,82
-0.4,0.4,52,82
-0.4,0.4,53,82
-0.4,0.4,54,83
-0.4,0.4,55,83
-0.4,0.4,56,82
-0.4,0.4,57,83
-0.4,0.4,58,83
-0.4,0.4,59,82
-0.4,0.4,60,82
-0.4,0.4,61,82
-0.4,0.4,62,82
-0.4,0.4,63,82
-0.4,0.4,64,82
-0.4,0.4,65,82
-0.4,0.4,66,83
-0.4,0.4,67,82
-0.4,0.4,68,82
-0.4,0.4,69,82
-0.4,0.4,70,83
-0.4,0.4,71,82
-0.4,0.4,72,82
-0.4,0.4,73,83
-0.4,0.4,74,82
-0.4,0.4,75,82
-0.4,0.4,76,82
-0.4,0.4,77,82
-0.4,0.4,78,82
-0.4,0.4,79,83
-0.4,0.4,80,82
-0.4,0.4,81,82
-0.4,0.4,82,83
-0.4,0.4,83,82
-0.4,0.4,84,82
-0.4,0.4,85,82
-0.4,0.4,86,83
-0.4,0.4,87,82
-0.4,0.4,88,82
-0.4,0.4,89,82
-0.4,0.4,90,82
-0.4,0.4,91,82
-0.4,0.4,92,82
-0.4,0.4,93,83
-0.4,0.4,94,82
-0.4,0.4,95,82
-0.4,0.4,96,82
-0.4,0.4,97,83
-0.4,0.4,98,82
-0.4,0.4,99,82
-0.4,0.4,100,82
-0.2,0.2,1,83
-0.2,0.2,2,82
-0.2,0.2,3,82
-0.2,0.2,4,82
-0.2,0.2,5,82
-0.2,0.2,6,82
-0.2,0.2,7,82
-0.2,0.2,8,82
-0.2,0.2,9,82
-0.2,0.2,10,82
-0.2,0.2,11,82
-0.2,0.2,12,82
-0.2,0.2,13,82
-0.2,0.2,14,82
-0.2,0.2,15,82
-0.2,0.2,16,82
-0.2,0.2,17,82
-0.2,0.2,18,82
-0.2,0.2,19,82
-0.2,0.2,20,83
-0.2,0.2,21,82
-0.2,0.2,22,82
-0.2,0.2,23,82
-0.2,0.2,24,82
-0.2,0.2,25,82
-0.2,0.2,26,82
-0.2,0.2,27,82
-0.2,0.2,28,82
-0.2,0.2,29,82
-0.2,0.2,30,82
-0.2,0.2,31,82
-0.2,0.2,32,82
-0.2,0.2,33,82
-0.2,0.2,34,82
-0.2,0.2,35,82
-0.2,0.2,36,82
-0.2,0.2,37,82
-0.2,0.2,38,82
-0.2,0.2,39,82
-0.2,0.2,40,82
-0.2,0.2,41,82
-0.2,0.2,42,82
-0.2,0.2,43,82
-0.2,0.2,44,82
-0.2,0.2,45,82
-0.2,0.2,46,82
-0.2,0.2,47,82
-0.2,0.2,48,82
-0.2,0.2,49,82
-0.2,0.2,50,82
-0.2,0.2,51,82
-0.2,0.2,52,82
-0.2,0.2,53,82
-0.2,0.2,54,82
-0.2,0.2,55,82
-0.2,0.2,56,82
-0.2,0.2,57,82
-0.2,0.2,58,82
-0.2,0.2,59,82
-0.2,0.2,60,82
-0.2,0.2,61,82
-0.2,0.2,62,82
-0.2,0.2,63,82
-0.2,0.2,64,82
-0.2,0.2,65,82
-0.2,0.2,66,82
-0.2,0.2,67,82
-0.2,0.2,68,82
-0.2,0.2,69,82
-0.2,0.2,70,82
-0.2,0.2,71,82
-0.2,0.2,72,82
-0.2,0.2,73,82
-0.2,0.2,74,82
-0.2,0.2,75,82
-0.2,0.2,76,82
-0.2,0.2,77,82
-0.2,0.2,78,82
-0.2,0.2,79,82
-0.2,0.2,80,82
-0.2,0.2,81,82
-0.2,0.2,82,82
-0.2,0.2,83,82
-0.2,0.2,84,82
-0.2,0.2,85,82
-0.2,0.2,86,82
-0.2,0.2,87,82
-0.2,0.2,88,82
-0.2,0.2,89,82
-0.2,0.2,90,82
-0.2,0.2,91,82
-0.2,0.2,92,82
-0.2,0.2,93,82
-0.2,0.2,94,82
-0.2,0.2,95,82
-0.2,0.2,96,82
-0.2,0.2,97,82
-0.2,0.2,98,82
-0.2,0.2,99,82
-0.2,0.2,100,82
-0.05,0.05,1,82
-0.05,0.05,2,82
-0.05,0.05,3,82
-0.05,0.05,4,82
-0.05,0.05,5,82
-0.05,0.05,6,82
-0.05,0.05,7,82
-0.05,0.05,8,82
-0.05,0.05,9,82
-0.05,0.05,10,82
-0.05,0.05,11,82
-0.05,0.05,12,82
-0.05,0.05,13,82
-0.05,0.05,14,82
-0.05,0.05,15,82
-0.05,0.05,16,82
-0.05,0.05,17,82
-0.05,0.05,18,82
-0.05,0.05,19,82
-0.05,0.05,20,82
-0.05,0.05,21,82
-0.05,0.05,22,82
-0.05,0.05,23,82
-0.05,0.05,24,82
-0.05,0.05,25,82
-0.05,0.05,26,82
-0.05,0.05,27,82
-0.05,0.05,28,82
-0.05,0.05,29,82
-0.05,0.05,30,82
-0.05,0.05,31,82
-0.05,0.05,32,82
-0.05,0.05,33,82
-0.05,0.05,34,82
-0.05,0.05,35,82
-0.05,0.05,36,82
-0.05,0.05,37,82
-0.05,0.05,38,82
-0.05,0.05,39,82
-0.05,0.05,40,82
-0.05,0.05,41,82
-0.05,0.05,42,82
-0.05,0.05,43,82
-0.05,0.05,44,82
-0.05,0.05,45,82
-0.05,0.05,46,82
-0.05,0.05,47,82
-0.05,0.05,48,82
-0.05,0.05,49,82
-0.05,0.05,50,82
-0.05,0.05,51,82
-0.05,0.05,52,82
-0.05,0.05,53,82
-0.05,0.05,54,82
-0.05,0.05,55,82
-0.05,0.05,56,82
-0.05,0.05,57,82
-0.05,0.05,58,82
-0.05,0.05,59,82
-0.05,0.05,60,82
-0.05,0.05,61,82
-0.05,0.05,62,82
-0.05,0.05,63,82
-0.05,0.05,64,82
-0.05,0.05,65,82
-0.05,0.05,66,82
-0.05,0.05,67,82
-0.05,0.05,68,82
-0.05,0.05,69,82
-0.05,0.05,70,82
-0.05,0.05,71,82
-0.05,0.05,72,82
-0.05,0.05,73,82
-0.05,0.05,74,82
-0.05,0.05,75,82
-0.05,0.05,76,82
-0.05,0.05,77,82
-0.05,0.05,78,82
-0.05,0.05,79,82
-0.05,0.05,80,82
-0.05,0.05,81,82
-0.05,0.05,82,82
-0.05,0.05,83,82
-0.05,0.05,84,82
-0.05,0.05,85,82
-0.05,0.05,86,82
-0.05,0.05,87,82
-0.05,0.05,88,82
-0.05,0.05,89,82
-0.05,0.05,90,82
-0.05,0.05,91,82
-0.05,0.05,92,82
-0.05,0.05,93,82
-0.05,0.05,94,82
-0.05,0.05,95,82
-0.05,0.05,96,82
-0.05,0.05,97,82
-0.05,0.05,98,82
-0.05,0.05,99,82
-0.05,0.05,100,82
-0.0,0.0,1,82
-0.0,0.0,2,82
-0.0,0.0,3,82
-0.0,0.0,4,82
-0.0,0.0,5,82
-0.0,0.0,6,82
-0.0,0.0,7,82
-0.0,0.0,8,82
-0.0,0.0,9,82
-0.0,0.0,10,82
-0.0,0.0,11,82
-0.0,0.0,12,82
-0.0,0.0,13,82
-0.0,0.0,14,82
-0.0,0.0,15,82
-0.0,0.0,16,82
-0.0,0.0,17,82
-0.0,0.0,18,82
-0.0,0.0,19,82
-0.0,0.0,20,82
-0.0,0.0,21,82
-0.0,0.0,22,82
-0.0,0.0,23,82
-0.0,0.0,24,82
-0.0,0.0,25,82
-0.0,0.0,26,82
-0.0,0.0,27,82
-0.0,0.0,28,82
-0.0,0.0,29,82
-0.0,0.0,30,82
-0.0,0.0,31,82
-0.0,0.0,32,82
-0.0,0.0,33,82
-0.0,0.0,34,82
-0.0,0.0,35,82
-0.0,0.0,36,82
-0.0,0.0,37,82
-0.0,0.0,38,82
-0.0,0.0,39,82
-0.0,0.0,40,82
-0.0,0.0,41,82
-0.0,0.0,42,82
-0.0,0.0,43,82
-0.0,0.0,44,82
-0.0,0.0,45,82
-0.0,0.0,46,82
-0.0,0.0,47,82
-0.0,0.0,48,82
-0.0,0.0,49,82
-0.0,0.0,50,82
-0.0,0.0,51,82
-0.0,0.0,52,82
-0.0,0.0,53,82
-0.0,0.0,54,82
-0.0,0.0,55,82
-0.0,0.0,56,82
-0.0,0.0,57,82
-0.0,0.0,58,82
-0.0,0.0,59,82
-0.0,0.0,60,82
-0.0,0.0,61,82
-0.0,0.0,62,82
-0.0,0.0,63,82
-0.0,0.0,64,82
-0.0,0.0,65,82
-0.0,0.0,66,82
-0.0,0.0,67,82
-0.0,0.0,68,82
-0.0,0.0,69,82
-0.0,0.0,70,82
-0.0,0.0,71,82
-0.0,0.0,72,82
-0.0,0.0,73,82
-0.0,0.0,74,82
-0.0,0.0,75,82
-0.0,0.0,76,82
-0.0,0.0,77,82
-0.0,0.0,78,82
-0.0,0.0,79,82
-0.0,0.0,80,82
-0.0,0.0,81,82
-0.0,0.0,82,82
-0.0,0.0,83,82
-0.0,0.0,84,82
-0.0,0.0,85,82
-0.0,0.0,86,82
-0.0,0.0,87,82
-0.0,0.0,88,82
-0.0,0.0,89,82
-0.0,0.0,90,82
-0.0,0.0,91,82
-0.0,0.0,92,82
-0.0,0.0,93,82
-0.0,0.0,94,82
-0.0,0.0,95,82
-0.0,0.0,96,82
-0.0,0.0,97,82
-0.0,0.0,98,82
-0.0,0.0,99,82
-0.0,0.0,100,82
